rank,current_price,previous_close,return_1d,return_5d,return_20d,ma20,ma50,ma200,rsi14,macd,macd_signal,macd_hist,macd_hist_prev,atr14,atr_pct,volume,volume_avg20,volume_ratio,cmf20,obv,high20,high60,high252,low20,low60,valid,exclude_reason,stop_loss,target1,target2,expected_return_1,expected_return_2,downside_risk,risk_reward,vcp_score,vcp_contractions,vcp_contraction_depths,vcp_volume_dryup,vcp_atr_compression,pivot_price,dist_to_pivot_pct,vcp_status,weekly_trend_ok,weekly_ma30,weekly_trend_reason,regime_state,regime_score,regime_message,trend_score,volume_score,momentum_score,macd_score,position_score,risk_reward_score,risk_penalty,base_score,final_score,decision,earnings_in_window,next_earnings_date,earnings_unknown,data_quality_flag,data_quality_reasons,zero_volume_ratio,stale_price_ratio,rows_after_quality,risk_reward_status_code,risk_reward_status_label,risk_reward_message,risk_reward_detail,chart_type,rs_rank,expected_r,valid_signal,signal_date,is_sample_data,evidence_points,risk_points,summary,ticker,market_region,universe_mode,name,market,sector,source,ticker_base,industry,sector_source,updated_at,market_regime,market_comment,market_return_5d,market_above_ma20,market_above_ma60,market_above_ma200,prev_close,last_open,last_close,last_day_return,open_gap,intraday_return,distance_from_ma20,distance_from_ma60,chase_risk_warning,score,adjusted_score,chart_type_penalty,quality_penalty,data_source,data_quality,data_warning,passed_liquidity_filter,liquidity_warning,filter_reason,avg_dollar_volume_20d,passed_risk_reward_filter,risk_reward_warning,force_inflow_pct,force_inflow_source,force_inflow_grade,fi_cmf20,fi_obv_slope,fi_vol_asym,fi_accum_bar_ratio,fi_box_breakout,force_position,position_multiplier,price_percentile_252,force_penalty,force_sequence,chart_score,composite_score,composite_source,selection_reason,caution,consecutive_recommendation_days,recommended_count_last_5_sessions,consecutive_recommendation_comment,sector_count_in_top5,sector_concentration_warning
77,5670.0,5290.0,7.18,55.98,87.13,3980.5,3354.3,4533.48,79.04,541.43,366.51,174.92,151.44734141808613,564.64,9.96,5302461.0,3721998.55,1.42,0.11265493169463502,119628209.0,5670.0,5670.0,6770.0,2850.0,2615.0,True,손익비 부족; RSI 과열,4540.71,6516.96,7081.61,14.94,24.9,24.87,0.6,0.0,0,[],0.0,0.0,5730.0,0.0,해당없음,False,4174.17,주봉 추세 미충족,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,30,10,8,10,13,-5,-21,45,31,제외,False,,True,good,,0.0,0.0,485,poor,부적합,기대 수익보다 손실 위험이 더 큽니다.,손익비가 1.0 미만이라 후보 적합성이 낮습니다.,박스권 돌파,21.73,,False,2026-09-17,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', '20일 이동평균선이 50일 이동평균선 위에 있어 상승 추세가 유지되고 있습니다.', '현재 거래량이 20일 평균 이상이거나 비슷한 수준이라 신호의 신뢰도를 보강합니다.', 'MACD가 시그널선 위에 있어 모멘텀이 개선되고 있습니다.']","['RSI가 70 이상이라 단기 과열 가능성을 확인해야 합니다.', '5일 수익률이 10% 이상이라 추격 매수 부담이 있습니다.', '손익비가 1.2 미만이라 매매 조건의 질이 낮습니다.', 'ATR 비율이 높아 변동성이 크고 손절 관리 부담이 있습니다.']","박스권 돌파 유형이며 점수는 31점, 손익비는 0.6입니다.",443670.KQ,kr,kospi_kosdaq,에스피소프트,KOSDAQ,IT·소프트웨어,naver_kosdaq,443670,IT서비스,naver,2026-06-28T13:36:24,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-3.15,True,True,True,5290.0,5230.0,5670.0,7.18,-1.13,8.41,42.44,69.04,최근 하루 상승폭이 커서 바로 따라 사는 것은 위험할 수 있습니다. 20일 이동평균선보다 많이 위에 있어 단기 과열 가능성이 있습니다. RSI가 높아 단기 과열 구간일 수 있습니다.,31.0,36.0,5.0,0.0,real,good,,True,,,16937666911.5,False,손익비 기준 미달: 0.60 < 1.20,66.8,proxy,inflow,0.11,0.44,2.51,0.3,1.0,overheated,0.8,73.53,0.0,7.5,36.0,48.3,blend,거래량이 충분합니다. 현재가가 20일선 위에 있어 단기 추세가 양호합니다.,기대 수익보다 손실 위험이 더 큽니다. 최근 하루 상승폭이 커서 바로 따라 사는 것은 위험할 수 있습니다. 20일 이동평균선보다 많이 위에 있어 단기 과열 가능성이 있습니다. RSI가 높아 단기 과열 구간일 수 있습니다.,0,0,,1,
78,4730.0,4670.0,1.28,-4.73,3.61,4850.5,4176.9,4028.32,50.68,129.73,218.54,-88.82,-89.49185791695015,403.57,8.53,352174.0,1344301.25,0.26,0.07628940202374443,275015599.0,5720.0,5720.0,6900.0,4320.0,2815.0,True,추세 약화; 거래량 부족; 손익비 부족,4245.71,5335.36,5720.0,12.8,20.93,11.41,1.12,75.78,2,"[28.09, 40.71, 33.03]",0.344,0.713,6040.0,27.7,베이스 형성,True,4416.83,주봉 상승 추세,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,20,0,15,4,0,-5,-22,12,35,제외,False,,True,good,,0.0,0.0,485,low,낮음,손익비가 낮습니다. 기대 수익 대비 손절 위험이 큰 편입니다.,후보에는 남길 수 있지만 보수적인 접근이 필요합니다.,VCP 베이스 형성,87.66,,True,2026-09-17,False,"['20일 이동평균선이 50일 이동평균선 위에 있어 상승 추세가 유지되고 있습니다.', 'RSI가 45~65 구간에 있어 과열 부담이 크지 않습니다.']","['거래량이 20일 평균보다 낮아 돌파 신뢰도가 약할 수 있습니다.', '현재가가 20일선 아래에 있어 단기 추세가 약합니다.', '손익비가 1.2 미만이라 매매 조건의 질이 낮습니다.', 'ATR 비율이 높아 변동성이 크고 손절 관리 부담이 있습니다.']","VCP base 유형이며 점수는 35점, 손익비는 1.12입니다.",396300.KQ,kr,kospi_kosdaq,세아메카닉스,KOSDAQ,반도체,naver_kosdaq,396300,전자장비와기기,naver,2026-06-28T13:34:36,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-3.15,True,True,True,4670.0,4670.0,4730.0,1.28,0.0,1.28,-2.48,13.24,,35.0,37.0,2.0,0.0,real,good,,True,,,7038293710.75,False,손익비 기준 미달: 1.12 < 1.20,64.7,proxy,inflow,0.08,0.56,2.6,0.1,0.0,neutral,1.0,52.88,0.0,7.5,37.0,48.1,blend,RSI가 과열 구간은 아닙니다.,손익비가 낮습니다. 기대 수익 대비 손절 위험이 큰 편입니다.,0,0,,1,
79,139500.0,135600.0,2.88,1.9,21.83,134960.0,123710.0,120084.73,57.51,4858.06,5475.08,-617.02,-561.7761420870074,8771.43,6.29,60921.0,88627.3,0.69,0.3766986176605432,6014132.0,148900.0,148900.0,172468.609375,117900.0,101500.0,True,거래량 부족,134960.0,148900.0,161428.57,6.74,15.72,3.36,2.0,52.63,2,"[29.78, 23.77, 26.85]",0.847,1.112,154200.0,10.54,베이스 형성,True,121854.18,주봉 상승 추세,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,30,0,20,0,5,10,-5,60,55,관찰 후보,False,,True,good,,0.0,0.0,485,good,양호,목표 수익 대비 손실 위험이 상대적으로 작습니다.,손익비 기준으로는 우호적인 후보입니다.,VCP 베이스 형성,70.58,,True,2026-09-17,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', '20일 이동평균선이 50일 이동평균선 위에 있어 상승 추세가 유지되고 있습니다.', 'RSI가 45~65 구간에 있어 과열 부담이 크지 않습니다.', '손익비가 1.5 이상으로 단기 관찰 조건이 비교적 양호합니다.']",['거래량이 20일 평균보다 낮아 돌파 신뢰도가 약할 수 있습니다.'],"VCP base 유형이며 점수는 55점, 손익비는 2.0입니다.",180640.KS,kr,kospi_kosdaq,한진칼,KOSPI,기타,naver_kospi,180640,항공사,naver,2026-06-28T13:36:12,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-3.15,True,True,True,135600.0,138000.0,139500.0,2.88,1.77,1.09,3.36,12.76,,55.0,57.0,2.0,0.0,real,good,,True,,,12111316025.0,True,,34.6,proxy,weak,0.38,0.06,1.16,0.1,0.0,neutral,1.0,58.19,0.0,5.0,57.0,48.0,blend,RSI가 과열 구간은 아닙니다. 손절가 대비 목표가의 손익비가 양호합니다. 현재가가 20일선 위에 있어 단기 추세가 양호합니다.,목표 수익 대비 손실 위험이 상대적으로 작습니다.,0,0,,2,
80,3805.0,3940.0,-3.43,-5.11,17.44,3535.0,3159.3,2340.48,55.67,237.19,256.59,-19.4,-11.102570441424405,633.21,16.64,1022611.0,2779529.55,0.37,-0.19631553129049448,17788322.0,4310.0,6240.0,6240.0,2780.0,2190.0,True,거래량 부족,3535.0,4310.0,5388.04,13.27,41.6,7.64,1.74,45.0,2,"[73.15, 45.27, 44.48]",2.336,1.037,4935.0,29.7,베이스 형성,True,2542.4,주봉 상승 추세,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,30,0,15,0,3,6,-10,44,49,제외,False,,True,good,,0.0,0.0,485,normal,무난,손익비는 무난한 편입니다.,목표가와 손절가의 균형이 보통 수준입니다.,VCP 베이스 형성,85.96,,True,2026-09-17,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', '20일 이동평균선이 50일 이동평균선 위에 있어 상승 추세가 유지되고 있습니다.', 'RSI가 45~65 구간에 있어 과열 부담이 크지 않습니다.', '손익비가 1.5 이상으로 단기 관찰 조건이 비교적 양호합니다.']","['거래량이 20일 평균보다 낮아 돌파 신뢰도가 약할 수 있습니다.', 'ATR 비율이 높아 변동성이 크고 손절 관리 부담이 있습니다.']","VCP base 유형이며 점수는 49점, 손익비는 1.74입니다.",228340.KQ,kr,kospi_kosdaq,동양파일,KOSDAQ,기타,naver_kosdaq,228340,건축자재,naver,2026-06-28T13:36:03,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-3.15,True,True,True,3940.0,3810.0,3805.0,-3.43,-3.3,-0.13,7.64,20.44,,49.0,51.0,2.0,0.0,real,good,,True,,,10892613035.5,True,,43.6,proxy,neutral,-0.2,0.37,2.57,0.3,0.0,neutral,1.0,47.91,0.0,0.0,51.0,48.0,blend,RSI가 과열 구간은 아닙니다. 손절가 대비 목표가의 손익비가 양호합니다. 현재가가 20일선 위에 있어 단기 추세가 양호합니다.,손익비는 무난한 편입니다.,0,0,,2,
81,137600.0,143900.0,-4.38,18.93,40.98,116335.0,98100.0,72403.96,67.02,11510.72,8621.44,2889.28,3470.1460826432794,11828.57,8.6,642417.0,929690.5,0.69,0.09244509282414635,31154264.0,143900.0,155500.0,190100.0,90600.0,57800.0,True,거래량 부족; 손익비 부족,116335.0,143900.0,155500.0,4.58,13.01,18.28,0.25,48.28,2,"[51.67, 49.01, 41.74]",1.52,0.92,148300.0,7.78,베이스 형성,True,91366.67,주봉 상승 추세,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,30,0,16,6,3,-5,-16,34,46,제외,False,,True,good,,0.0,0.0,485,poor,부적합,기대 수익보다 손실 위험이 더 큽니다.,손익비가 1.0 미만이라 후보 적합성이 낮습니다.,VCP 베이스 형성,97.49,,True,2026-09-17,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', '20일 이동평균선이 50일 이동평균선 위에 있어 상승 추세가 유지되고 있습니다.', 'MACD가 시그널선 위에 있어 모멘텀이 개선되고 있습니다.']","['5일 수익률이 10% 이상이라 추격 매수 부담이 있습니다.', '거래량이 20일 평균보다 낮아 돌파 신뢰도가 약할 수 있습니다.', '손익비가 1.2 미만이라 매매 조건의 질이 낮습니다.', 'ATR 비율이 높아 변동성이 크고 손절 관리 부담이 있습니다.']","VCP base 유형이며 점수는 46점, 손익비는 0.25입니다.",001820.KS,kr,kospi_kosdaq,삼화콘덴서,KOSPI,화학·에너지,naver_kospi,001820,전기제품,naver,2026-06-28T13:37:00,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-3.15,True,True,True,143900.0,145200.0,137600.0,-4.38,0.9,-5.23,18.28,40.27,20일 이동평균선보다 많이 위에 있어 단기 과열 가능성이 있습니다.,46.0,48.0,2.0,0.0,real,good,,True,,,114093812840.0,False,손익비 기준 미달: 0.25 < 1.20,48.0,proxy,neutral,0.09,0.55,1.84,0.1,0.0,overheated,0.8,67.65,0.0,5.0,48.0,48.0,blend,현재가가 20일선 위에 있어 단기 추세가 양호합니다.,기대 수익보다 손실 위험이 더 큽니다. 20일 이동평균선보다 많이 위에 있어 단기 과열 가능성이 있습니다.,0,0,,0,
82,248500.0,243000.0,2.26,-18.92,2.69,246800.0,236534.0,156367.65,50.97,4622.59,5979.28,-1356.68,-1183.210291025598,25214.29,10.15,54496.0,156624.45,0.35,0.15139179625596774,5363416.0,306500.0,306500.0,306500.0,222000.0,143600.0,True,거래량 부족,246800.0,286321.43,306500.0,15.22,23.34,0.69,22.1,48.31,2,"[27.38, 50.23, 34.07]",1.379,0.912,318500.0,28.17,베이스 형성,True,195646.67,주봉 상승 추세,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,30,0,15,0,5,10,-18,42,50,관찰 후보,False,,True,good,,0.0,0.0,485,good,양호,목표 수익 대비 손실 위험이 상대적으로 작습니다.,손익비 기준으로는 우호적인 후보입니다.,VCP 베이스 형성,99.59,,True,2026-09-17,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', '20일 이동평균선이 50일 이동평균선 위에 있어 상승 추세가 유지되고 있습니다.', 'RSI가 45~65 구간에 있어 과열 부담이 크지 않습니다.', '손익비가 1.5 이상으로 단기 관찰 조건이 비교적 양호합니다.']","['거래량이 20일 평균보다 낮아 돌파 신뢰도가 약할 수 있습니다.', 'ATR 비율이 높아 변동성이 크고 손절 관리 부담이 있습니다.']","VCP base 유형이며 점수는 50점, 손익비는 22.1입니다.",131290.KQ,kr,kospi_kosdaq,티에스이,KOSDAQ,반도체,naver_kosdaq,131290,반도체와반도체장비,naver,2026-06-28T13:37:10,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-3.15,True,True,True,243000.0,247000.0,248500.0,2.26,1.65,0.61,0.69,5.06,,50.0,52.0,2.0,0.0,real,good,,True,,,40707800675.0,True,,41.5,proxy,neutral,0.15,0.28,1.12,0.05,0.0,neutral,1.0,78.48,0.0,5.0,52.0,47.8,blend,RSI가 과열 구간은 아닙니다. 손절가 대비 목표가의 손익비가 양호합니다. 현재가가 20일선 위에 있어 단기 추세가 양호합니다.,목표 수익 대비 손실 위험이 상대적으로 작습니다.,0,0,,1,
83,12970.0,12350.0,5.02,-0.08,-11.83,12821.5,12086.4,12691.62,54.24,96.98,171.02,-74.04,-117.21467955687439,748.57,5.77,728235.0,436873.0,1.67,-0.472828295261213,111079528.0,13680.0,15110.0,17780.0,12140.0,8790.0,True,점수 기준 미달,12821.5,13680.0,14841.43,5.47,14.43,1.16,4.73,0.0,0,[],0.0,0.0,16720.0,0.0,해당없음,False,12138.0,주봉 추세 미충족,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,30,15,12,4,2,10,0,73,55,관찰 후보,False,,True,good,,0.0,0.0,485,good,양호,목표 수익 대비 손실 위험이 상대적으로 작습니다.,손익비 기준으로는 우호적인 후보입니다.,관찰 패턴,74.39,,False,2026-09-17,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', '20일 이동평균선이 50일 이동평균선 위에 있어 상승 추세가 유지되고 있습니다.', 'RSI가 45~65 구간에 있어 과열 부담이 크지 않습니다.', '현재 거래량이 20일 평균 이상이거나 비슷한 수준이라 신호의 신뢰도를 보강합니다.', '손익비가 1.5 이상으로 단기 관찰 조건이 비교적 양호합니다.']","['규칙 기반의 주요 위험 신호는 크지 않지만, 시장 상황과 뉴스 리스크는 별도 확인이 필요합니다.']","관찰 패턴 유형이며 점수는 55점, 손익비는 4.73입니다.",006660.KS,kr,kospi_kosdaq,삼성공조,KOSPI,자동차·부품,naver_kospi,006660,자동차부품,naver,2026-06-28T13:35:53,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-3.15,True,True,True,12350.0,12390.0,12970.0,5.02,0.32,4.68,1.16,7.31,최근 하루 상승폭이 커서 바로 따라 사는 것은 위험할 수 있습니다.,55.0,53.0,-2.0,0.0,real,good,,True,,,5725706150.0,True,,40.0,proxy,neutral,-0.47,0.2,3.26,0.1,0.0,neutral,1.0,46.5,0.0,2.5,53.0,47.8,blend,거래량이 충분합니다. RSI가 과열 구간은 아닙니다. 손절가 대비 목표가의 손익비가 양호합니다. 현재가가 20일선 위에 있어 단기 추세가 양호합니다.,목표 수익 대비 손실 위험이 상대적으로 작습니다. 최근 하루 상승폭이 커서 바로 따라 사는 것은 위험할 수 있습니다.,0,0,,1,
84,33700.0,32000.0,5.31,15.61,47.81,27950.0,20990.4,24027.69,67.89,2915.44,2761.51,153.93,15.765567771337373,3117.86,9.25,259230.0,332103.55,0.78,0.3378892231465352,47539309.0,33700.0,33700.0,40750.0,20400.0,10960.0,True,손익비 부족,27950.0,38376.79,41494.64,13.88,23.13,20.57,0.67,0.0,0,[],0.0,0.0,34200.0,0.0,해당없음,True,26568.33,주봉 상승 추세,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,30,0,16,10,13,-5,-11,53,50,관찰 후보,False,,True,good,,0.0,0.0,485,poor,부적합,기대 수익보다 손실 위험이 더 큽니다.,손익비가 1.0 미만이라 후보 적합성이 낮습니다.,신고가 근접,95.27,,True,2026-09-17,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', '20일 이동평균선이 50일 이동평균선 위에 있어 상승 추세가 유지되고 있습니다.', 'MACD가 시그널선 위에 있어 모멘텀이 개선되고 있습니다.']","['5일 수익률이 10% 이상이라 추격 매수 부담이 있습니다.', '거래량이 20일 평균보다 낮아 돌파 신뢰도가 약할 수 있습니다.', '손익비가 1.2 미만이라 매매 조건의 질이 낮습니다.', 'ATR 비율이 높아 변동성이 크고 손절 관리 부담이 있습니다.']","신고가 근접 유형이며 점수는 50점, 손익비는 0.67입니다.",092870.KQ,kr,kospi_kosdaq,엑시콘,KOSDAQ,반도체,naver_kosdaq,092870,반도체와반도체장비,naver,2026-06-28T13:37:10,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-3.15,True,True,True,32000.0,32100.0,33700.0,5.31,0.31,4.98,20.57,60.55,최근 하루 상승폭이 커서 바로 따라 사는 것은 위험할 수 있습니다. 20일 이동평균선보다 많이 위에 있어 단기 과열 가능성이 있습니다.,50.0,52.0,2.0,0.0,real,good,,True,,,9433778357.5,False,손익비 기준 미달: 0.67 < 1.20,41.4,proxy,neutral,0.34,0.35,1.58,0.05,0.3,overheated,0.8,76.99,0.0,5.0,52.0,47.8,blend,현재가가 20일선 위에 있어 단기 추세가 양호합니다.,기대 수익보다 손실 위험이 더 큽니다. 최근 하루 상승폭이 커서 바로 따라 사는 것은 위험할 수 있습니다. 20일 이동평균선보다 많이 위에 있어 단기 과열 가능성이 있습니다.,0,0,,1,
85,242000.0,236500.0,2.33,5.45,19.21,218060.0,204769.87,200665.59,64.56,9282.39,6402.83,2879.56,2846.316333682842,12821.43,5.3,80626.0,109752.7,0.73,0.07440453272485976,-3712587.0,247000.0,247000.0,278282.1875,197700.0,179871.95,True,손익비 부족,218060.0,247000.0,274053.57,2.07,13.25,10.98,0.19,48.8,2,"[23.18, 20.45, 23.03]",1.305,1.254,254000.0,4.96,베이스 형성,True,209730.78,주봉 상승 추세,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,30,0,20,10,13,-5,0,68,59,관찰 후보,False,,True,good,,0.0,0.0,485,poor,부적합,기대 수익보다 손실 위험이 더 큽니다.,손익비가 1.0 미만이라 후보 적합성이 낮습니다.,VCP 베이스 형성,71.25,,True,2026-09-17,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', '20일 이동평균선이 50일 이동평균선 위에 있어 상승 추세가 유지되고 있습니다.', 'RSI가 45~65 구간에 있어 과열 부담이 크지 않습니다.', 'MACD가 시그널선 위에 있어 모멘텀이 개선되고 있습니다.']","['거래량이 20일 평균보다 낮아 돌파 신뢰도가 약할 수 있습니다.', '손익비가 1.2 미만이라 매매 조건의 질이 낮습니다.']","VCP base 유형이며 점수는 59점, 손익비는 0.19입니다.",443060.KS,kr,kospi_kosdaq,HD현대마린솔루션,KOSPI,조선·기계·방산,naver_kospi,443060,조선,naver,2026-06-28T13:36:32,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-3.15,True,True,True,236500.0,237000.0,242000.0,2.33,0.21,2.11,10.98,18.18,20일 이동평균선보다 많이 위에 있어 단기 과열 가능성이 있습니다.,59.0,61.0,2.0,0.0,real,good,,True,,,24527921745.0,False,손익비 기준 미달: 0.19 < 1.20,28.0,proxy,weak,0.07,0.17,0.85,0.15,0.0,neutral,1.0,69.88,0.0,2.5,61.0,47.8,blend,RSI가 과열 구간은 아닙니다. 현재가가 20일선 위에 있어 단기 추세가 양호합니다.,기대 수익보다 손실 위험이 더 큽니다. 20일 이동평균선보다 많이 위에 있어 단기 과열 가능성이 있습니다.,0,0,,0,
86,22200.0,22900.0,-3.06,-3.69,28.4,21709.0,18906.4,20779.77,54.88,1146.9,1252.06,-105.15,-16.01021525657893,1685.71,7.59,133735.0,478725.8,0.28,0.187548132063914,33337857.0,24200.0,24200.0,33200.0,16410.0,14190.0,True,거래량 부족,21709.0,24200.0,26414.29,9.01,18.98,2.26,3.98,0.0,0,[],0.0,0.0,25100.0,0.0,해당없음,True,22044.67,주봉 상승 추세,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,30,0,15,0,5,10,-10,50,40,제외,False,,True,good,,0.0,0.0,485,good,양호,목표 수익 대비 손실 위험이 상대적으로 작습니다.,손익비 기준으로는 우호적인 후보입니다.,관찰 패턴,45.75,,True,2026-09-17,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', '20일 이동평균선이 50일 이동평균선 위에 있어 상승 추세가 유지되고 있습니다.', 'RSI가 45~65 구간에 있어 과열 부담이 크지 않습니다.', '손익비가 1.5 이상으로 단기 관찰 조건이 비교적 양호합니다.']","['거래량이 20일 평균보다 낮아 돌파 신뢰도가 약할 수 있습니다.', 'ATR 비율이 높아 변동성이 크고 손절 관리 부담이 있습니다.']","관찰 패턴 유형이며 점수는 40점, 손익비는 3.98입니다.",053690.KS,kr,kospi_kosdaq,한미글로벌,KOSPI,기타,naver_kospi,053690,건설,naver,2026-06-28T13:36:36,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-3.15,True,True,True,22900.0,23000.0,22200.0,-3.06,0.44,-3.48,2.26,17.42,,40.0,38.0,-2.0,0.0,real,good,,True,,,10622685989.0,True,,62.3,proxy,inflow,0.19,0.55,3.26,0.1,0.0,neutral,1.0,42.14,0.0,5.0,38.0,47.7,blend,RSI가 과열 구간은 아닙니다. 손절가 대비 목표가의 손익비가 양호합니다. 현재가가 20일선 위에 있어 단기 추세가 양호합니다.,목표 수익 대비 손실 위험이 상대적으로 작습니다.,0,0,,2,
