rank,current_price,previous_close,return_1d,return_5d,return_20d,ma20,ma50,ma200,rsi14,macd,macd_signal,macd_hist,macd_hist_prev,atr14,atr_pct,volume,volume_avg20,volume_ratio,cmf20,obv,high20,high60,high252,low20,low60,valid,exclude_reason,stop_loss,target1,target2,expected_return_1,expected_return_2,downside_risk,risk_reward,vcp_score,vcp_contractions,vcp_contraction_depths,vcp_volume_dryup,vcp_atr_compression,pivot_price,dist_to_pivot_pct,vcp_status,weekly_trend_ok,weekly_ma30,weekly_trend_reason,regime_state,regime_score,regime_message,trend_score,volume_score,momentum_score,macd_score,position_score,risk_reward_score,risk_penalty,base_score,final_score,decision,earnings_in_window,next_earnings_date,earnings_unknown,data_quality_flag,data_quality_reasons,zero_volume_ratio,stale_price_ratio,rows_after_quality,risk_reward_status_code,risk_reward_status_label,risk_reward_message,risk_reward_detail,chart_type,rs_rank,expected_r,valid_signal,signal_date,is_sample_data,evidence_points,risk_points,summary,ticker,market_region,universe_mode,name,market,sector,source,market_regime,market_comment,market_return_5d,market_above_ma20,market_above_ma60,market_above_ma200,prev_close,last_open,last_close,last_day_return,open_gap,intraday_return,distance_from_ma20,distance_from_ma60,chase_risk_warning,score,adjusted_score,chart_type_penalty,quality_penalty,data_source,data_quality,data_warning,passed_liquidity_filter,liquidity_warning,filter_reason,avg_dollar_volume_20d,passed_risk_reward_filter,risk_reward_warning,force_inflow_pct,force_inflow_source,force_inflow_grade,fi_cmf20,fi_obv_slope,fi_vol_asym,fi_accum_bar_ratio,fi_box_breakout,force_position,position_multiplier,price_percentile_252,force_penalty,force_sequence,chart_score,composite_score,composite_source,selection_reason,caution,consecutive_recommendation_days,recommended_count_last_5_sessions,consecutive_recommendation_comment,sector_count_in_top5,sector_concentration_warning
36,181.96,177.6999969482422,2.4,6.65,10.94,167.01,161.86,147.73,76.92,4.78,3.3,1.48,1.2474001282553173,3.55,1.95,1065321.0,1255311.05,0.85,0.10482508747226081,28240921.0,181.96,181.96,181.9600067138672,160.16,138.99,True,손익비 부족; RSI 과열,174.86,187.29,190.84,2.93,4.88,4.06,0.72,56.74,2,"[13.46, 9.01, 12.94]",0.952,0.972,179.45,-1.38,베이스 형성,True,154.91,주봉 상승 추세,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,30,3,8,10,13,-5,-10,49,50,관찰 후보,False,,True,good,,0.0,0.0,501,poor,부적합,기대 수익보다 손실 위험이 더 큽니다.,손익비가 1.0 미만이라 후보 적합성이 낮습니다.,VCP 베이스 형성,82.63,,True,2026-07-16,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', '20일 이동평균선이 50일 이동평균선 위에 있어 상승 추세가 유지되고 있습니다.', 'MACD가 시그널선 위에 있어 모멘텀이 개선되고 있습니다.']","['RSI가 70 이상이라 단기 과열 가능성을 확인해야 합니다.', '거래량이 20일 평균보다 낮아 돌파 신뢰도가 약할 수 있습니다.', '손익비가 1.2 미만이라 매매 조건의 질이 낮습니다.']","VCP base 유형이며 점수는 50점, 손익비는 0.72입니다.",EXPD,us,combined,Expeditors International,,Industrials,sp500,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-1.26,True,True,True,177.7,179.65,181.96,2.4,1.1,1.29,8.95,12.42,RSI가 높아 단기 과열 구간일 수 있습니다.,50.0,52.0,2.0,0.0,real,good,,True,,,209968859.26,False,손익비 기준 미달: 0.72 < 1.20,43.3,proxy,neutral,0.1,0.43,1.36,0.0,0.3,top,0.6,100.0,0.0,15.0,52.0,48.5,blend,현재가가 20일선 위에 있어 단기 추세가 양호합니다.,기대 수익보다 손실 위험이 더 큽니다. RSI가 높아 단기 과열 구간일 수 있습니다.,0,0,,1,
37,205.01,200.7899932861328,2.1,4.61,13.28,192.08,181.86,203.58,68.27,5.37,4.57,0.81,0.6223761378487298,4.94,2.41,4218054.0,4193997.7,1.01,0.24806859032583586,-9527546.0,205.01,205.01,241.03509521484375,176.8,161.57,True,손익비 부족,195.13,212.42,217.36,3.62,6.03,5.06,0.71,0.0,0,[],0.0,0.0,205.25999450683594,0.0,해당없음,False,197.69,주봉 추세 미충족,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,30,6,16,10,13,-5,0,70,48,제외,False,,True,good,,0.0,0.0,501,poor,부적합,기대 수익보다 손실 위험이 더 큽니다.,손익비가 1.0 미만이라 후보 적합성이 낮습니다.,신고가 근접,29.73,,False,2026-07-16,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', '20일 이동평균선이 50일 이동평균선 위에 있어 상승 추세가 유지되고 있습니다.', '현재 거래량이 20일 평균 이상이거나 비슷한 수준이라 신호의 신뢰도를 보강합니다.', 'MACD가 시그널선 위에 있어 모멘텀이 개선되고 있습니다.']",['손익비가 1.2 미만이라 매매 조건의 질이 낮습니다.'],"신고가 근접 유형이며 점수는 48점, 손익비는 0.71입니다.",DHR,us,combined,Danaher Corporation,,Health Care,sp500,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-1.26,True,True,True,200.79,201.41,205.01,2.1,0.31,1.79,6.73,12.73,,48.0,50.0,2.0,0.0,real,good,,True,,,804194984.6,False,손익비 기준 미달: 0.71 < 1.20,44.9,proxy,neutral,0.25,0.37,1.0,0.0,0.3,neutral,1.0,54.66,0.0,7.5,50.0,48.0,blend,거래량이 충분합니다. 현재가가 20일선 위에 있어 단기 추세가 양호합니다.,기대 수익보다 손실 위험이 더 큽니다.,0,0,,0,
38,353.99,354.0199890136719,-0.01,4.63,26.47,323.67,280.38,207.65,66.12,20.87,21.08,-0.21,-0.3147373611881541,18.92,5.35,5869369.0,7520158.45,0.78,0.22580807299325328,134838731.0,357.53,357.53,357.5299987792969,282.13,173.21,True,손익비 부족,323.67,357.53,401.29,1.0,13.36,9.37,0.11,59.5,2,"[31.85, 22.34, 24.91]",0.81,1.247,368.17,4.01,베이스 형성,True,212.62,주봉 상승 추세,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,30,0,16,4,13,-5,0,58,56,관찰 후보,False,,True,good,,0.0,0.0,501,poor,부적합,기대 수익보다 손실 위험이 더 큽니다.,손익비가 1.0 미만이라 후보 적합성이 낮습니다.,VCP 베이스 형성,83.98,,True,2026-07-16,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', '20일 이동평균선이 50일 이동평균선 위에 있어 상승 추세가 유지되고 있습니다.']","['거래량이 20일 평균보다 낮아 돌파 신뢰도가 약할 수 있습니다.', '손익비가 1.2 미만이라 매매 조건의 질이 낮습니다.']","VCP base 유형이며 점수는 56점, 손익비는 0.11입니다.",PANW,us,combined,Palo Alto Networks,,Information Technology,nasdaq100;sp500,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-1.26,True,True,True,354.02,357.88,353.99,-0.01,1.09,-1.09,9.37,26.25,,56.0,58.0,2.0,0.0,real,good,,True,,,2437337616.52,False,손익비 기준 미달: 0.11 < 1.20,33.1,proxy,weak,0.23,0.35,1.2,0.0,0.0,top,0.6,98.36,0.0,7.5,58.0,48.0,blend,현재가가 20일선 위에 있어 단기 추세가 양호합니다.,기대 수익보다 손실 위험이 더 큽니다.,0,0,,0,
39,71.69,70.97000122070312,1.01,3.23,4.66,69.47,66.95,61.74,67.54,1.17,1.07,0.1,0.06950761623496371,1.09,1.52,3608890.0,6212289.5,0.58,-0.1952309366643422,290002390.0,71.69,71.69,71.69000244140625,67.79,60.35,True,거래량 부족; 손익비 부족,69.51,73.33,74.42,2.29,3.81,3.14,0.73,77.62,2,"[12.37, 6.79, 6.21]",0.658,0.848,71.58,-0.15,돌파 임박,True,63.36,주봉 상승 추세,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,30,0,16,10,12,-5,-5,58,57,관찰 후보,False,,True,good,,0.0,0.0,501,poor,부적합,기대 수익보다 손실 위험이 더 큽니다.,손익비가 1.0 미만이라 후보 적합성이 낮습니다.,VCP 돌파 임박,70.46,,True,2026-07-16,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', '20일 이동평균선이 50일 이동평균선 위에 있어 상승 추세가 유지되고 있습니다.', 'MACD가 시그널선 위에 있어 모멘텀이 개선되고 있습니다.']","['거래량이 20일 평균보다 낮아 돌파 신뢰도가 약할 수 있습니다.', '손익비가 1.2 미만이라 매매 조건의 질이 낮습니다.']","VCP breakout 유형이며 점수는 57점, 손익비는 0.73입니다.",D,us,combined,Dominion Energy,,Utilities,sp500,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-1.26,True,True,True,70.97,70.77,71.69,1.01,-0.28,1.3,3.2,7.08,,57.0,62.0,5.0,0.0,real,good,,True,,,430149929.89,False,손익비 기준 미달: 0.73 < 1.20,26.8,proxy,weak,-0.2,0.08,1.06,0.05,0.3,top,0.6,100.0,0.0,15.0,62.0,47.9,blend,현재가가 20일선 위에 있어 단기 추세가 양호합니다.,기대 수익보다 손실 위험이 더 큽니다.,0,0,,1,
40,338.06,328.5400085449219,2.9,4.41,8.77,317.3,314.31,297.93,72.71,5.65,3.86,1.79,1.345812072120954,5.75,1.7,932864.0,1053183.2,0.89,0.1312538475853991,50151264.0,338.06,338.06,338.05999755859375,300.08,297.04,True,손익비 부족,326.56,346.68,352.43,2.55,4.25,3.52,0.72,61.78,1,"[7.84, 7.62, 12.45]",0.675,0.9,329.38,-2.57,베이스 형성,True,303.68,주봉 상승 추세,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,30,3,8,10,13,-5,0,59,55,관찰 후보,False,,True,good,,0.0,0.0,501,poor,부적합,기대 수익보다 손실 위험이 더 큽니다.,손익비가 1.0 미만이라 후보 적합성이 낮습니다.,VCP 베이스 형성,66.8,,True,2026-07-16,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', '20일 이동평균선이 50일 이동평균선 위에 있어 상승 추세가 유지되고 있습니다.', 'MACD가 시그널선 위에 있어 모멘텀이 개선되고 있습니다.']","['RSI가 70 이상이라 단기 과열 가능성을 확인해야 합니다.', '거래량이 20일 평균보다 낮아 돌파 신뢰도가 약할 수 있습니다.', '손익비가 1.2 미만이라 매매 조건의 질이 낮습니다.']","VCP base 유형이며 점수는 55점, 손익비는 0.72입니다.",NSC,us,combined,Norfolk Southern,,Industrials,sp500,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-1.26,True,True,True,328.54,330.0,338.06,2.9,0.44,2.44,6.54,7.55,RSI가 높아 단기 과열 구간일 수 있습니다.,55.0,57.0,2.0,0.0,real,good,,True,,,331514251.69,False,손익비 기준 미달: 0.72 < 1.20,34.3,proxy,weak,0.13,0.3,0.81,0.0,0.3,top,0.6,100.0,0.0,12.5,57.0,47.9,blend,현재가가 20일선 위에 있어 단기 추세가 양호합니다.,기대 수익보다 손실 위험이 더 큽니다. RSI가 높아 단기 과열 구간일 수 있습니다.,0,0,,1,
41,127.63,123.61000061035156,3.25,2.05,10.82,123.91,118.77,107.93,58.47,1.78,2.19,-0.41,-0.6718741648748461,3.66,2.87,12401919.0,11198150.95,1.11,0.2292207651158739,-27858581.0,129.56,129.56,129.55999755859375,113.87,108.4,True,손익비 부족,123.91,129.56,136.78,1.51,7.17,3.0,0.5,52.24,1,"[7.41, 9.21, 14.37]",0.803,1.005,130.29,2.08,베이스 형성,True,116.25,주봉 상승 추세,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,30,6,20,4,15,-5,0,70,62,관찰 후보,False,,True,good,,0.0,0.0,501,poor,부적합,기대 수익보다 손실 위험이 더 큽니다.,손익비가 1.0 미만이라 후보 적합성이 낮습니다.,VCP 베이스 형성,82.05,,True,2026-07-16,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', '20일 이동평균선이 50일 이동평균선 위에 있어 상승 추세가 유지되고 있습니다.', 'RSI가 45~65 구간에 있어 과열 부담이 크지 않습니다.', '현재 거래량이 20일 평균 이상이거나 비슷한 수준이라 신호의 신뢰도를 보강합니다.']",['손익비가 1.2 미만이라 매매 조건의 질이 낮습니다.'],"VCP base 유형이며 점수는 62점, 손익비는 0.5입니다.",MRK,us,combined,Merck & Co.,,Health Care,sp500,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-1.26,True,True,True,123.61,124.33,127.63,3.25,0.58,2.65,3.0,7.46,,62.0,64.0,2.0,0.0,real,good,,True,,,1379393798.79,False,손익비 기준 미달: 0.50 < 1.20,23.4,proxy,outflow,0.23,0.11,0.91,0.0,0.0,top,0.6,96.42,0.0,7.5,64.0,47.8,blend,거래량이 충분합니다. RSI가 과열 구간은 아닙니다. 현재가가 20일선 위에 있어 단기 추세가 양호합니다.,기대 수익보다 손실 위험이 더 큽니다.,0,0,,0,
42,125.36,122.23999786376953,2.55,3.84,2.54,121.88,119.52,105.19,64.29,0.86,0.87,-0.0,-0.25299698712086616,1.97,1.57,565699.0,796924.95,0.71,-0.14926734674733708,13773099.0,125.36,125.36,125.36000061035156,119.29,109.12,True,손익비 부족,121.88,128.31,130.28,2.36,3.93,2.85,0.83,73.58,2,"[6.51, 10.02, 5.12]",0.627,0.993,125.02,-0.28,돌파 임박,True,109.85,주봉 상승 추세,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,30,0,20,4,12,-5,0,61,59,관찰 후보,False,,True,good,,0.0,0.0,501,poor,부적합,기대 수익보다 손실 위험이 더 큽니다.,손익비가 1.0 미만이라 후보 적합성이 낮습니다.,VCP 돌파 임박,78.19,,True,2026-07-16,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', '20일 이동평균선이 50일 이동평균선 위에 있어 상승 추세가 유지되고 있습니다.', 'RSI가 45~65 구간에 있어 과열 부담이 크지 않습니다.']","['거래량이 20일 평균보다 낮아 돌파 신뢰도가 약할 수 있습니다.', '손익비가 1.2 미만이라 매매 조건의 질이 낮습니다.']","VCP breakout 유형이며 점수는 59점, 손익비는 0.83입니다.",FRT,us,combined,Federal Realty Investment Trust,,Real Estate,sp500,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-1.26,True,True,True,122.24,122.57,125.36,2.55,0.27,2.28,2.85,4.88,,59.0,64.0,5.0,0.0,real,good,,True,,,96981373.81,False,손익비 기준 미달: 0.83 < 1.20,23.3,proxy,outflow,-0.15,0.18,0.71,0.0,0.3,top,0.6,100.0,0.0,12.5,64.0,47.7,blend,RSI가 과열 구간은 아닙니다. 현재가가 20일선 위에 있어 단기 추세가 양호합니다.,기대 수익보다 손실 위험이 더 큽니다.,0,0,,1,
43,23.35,22.149999618530273,5.42,3.96,14.13,21.69,19.94,19.53,65.61,0.79,0.8,-0.02,-0.07313945892530915,0.8,3.44,6882352.0,6355437.6,1.08,0.11382378636742846,48091952.0,23.35,23.35,28.971771240234375,19.39,16.61,True,손익비 부족,21.74,24.56,25.36,5.16,8.61,7.4,0.7,53.8,1,"[15.74, 17.6, 17.64]",0.823,0.976,23.53,0.77,베이스 형성,True,19.41,주봉 상승 추세,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,30,6,16,4,13,-5,0,64,52,관찰 후보,False,,True,good,,0.0,0.0,501,poor,부적합,기대 수익보다 손실 위험이 더 큽니다.,손익비가 1.0 미만이라 후보 적합성이 낮습니다.,VCP 베이스 형성,13.32,,True,2026-07-16,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', '20일 이동평균선이 50일 이동평균선 위에 있어 상승 추세가 유지되고 있습니다.', '현재 거래량이 20일 평균 이상이거나 비슷한 수준이라 신호의 신뢰도를 보강합니다.']",['손익비가 1.2 미만이라 매매 조건의 질이 낮습니다.'],"VCP base 유형이며 점수는 52점, 손익비는 0.7입니다.",BAX,us,combined,Baxter International,,Health Care,sp500,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-1.26,True,True,True,22.15,22.5,23.35,5.42,1.58,3.78,7.67,17.1,최근 하루 상승폭이 커서 바로 따라 사는 것은 위험할 수 있습니다.,52.0,54.0,2.0,0.0,real,good,,True,,,137408237.85,False,손익비 기준 미달: 0.70 < 1.20,37.8,proxy,weak,0.11,0.2,1.06,0.0,0.0,neutral,1.0,57.35,0.0,10.0,54.0,47.5,blend,거래량이 충분합니다. 현재가가 20일선 위에 있어 단기 추세가 양호합니다.,기대 수익보다 손실 위험이 더 큽니다. 최근 하루 상승폭이 커서 바로 따라 사는 것은 위험할 수 있습니다.,0,0,,0,
44,34.2,34.630001068115234,-1.24,-1.16,4.88,33.7,32.51,35.29,52.69,0.88,0.79,0.08,0.21094122371572577,1.3,3.81,17470026.0,19803786.3,0.88,0.12621285376156857,-673533626.0,36.63,36.63,53.93000030517578,30.54,28.18,True,점수 기준 미달,33.7,36.16,36.63,5.72,7.11,1.48,3.86,0.0,0,[],0.0,0.0,37.09000015258789,0.0,해당없음,False,35.0,주봉 추세 미충족,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,25,3,15,6,5,10,0,64,41,제외,False,,True,good,,0.0,0.0,501,good,양호,목표 수익 대비 손실 위험이 상대적으로 작습니다.,손익비 기준으로는 우호적인 후보입니다.,관찰 패턴,6.37,,False,2026-07-16,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', '20일 이동평균선이 50일 이동평균선 위에 있어 상승 추세가 유지되고 있습니다.', 'RSI가 45~65 구간에 있어 과열 부담이 크지 않습니다.', 'MACD가 시그널선 위에 있어 모멘텀이 개선되고 있습니다.', '손익비가 1.5 이상으로 단기 관찰 조건이 비교적 양호합니다.']",['거래량이 20일 평균보다 낮아 돌파 신뢰도가 약할 수 있습니다.'],"관찰 패턴 유형이며 점수는 41점, 손익비는 3.86입니다.",CMG,us,combined,Chipotle Mexican Grill,,Consumer Discretionary,sp500,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-1.26,True,True,True,34.63,34.6,34.2,-1.24,-0.07,-1.17,1.48,5.2,,41.0,39.0,-2.0,0.0,real,good,,True,,,666204282.65,True,,59.9,proxy,neutral,0.13,0.45,1.22,0.0,0.0,base,1.2,23.38,0.0,12.5,39.0,47.4,blend,RSI가 과열 구간은 아닙니다. 손절가 대비 목표가의 손익비가 양호합니다. 현재가가 20일선 위에 있어 단기 추세가 양호합니다.,목표 수익 대비 손실 위험이 상대적으로 작습니다.,0,0,,0,
45,18.56,18.1200008392334,2.43,4.5,8.13,17.72,16.74,16.47,68.48,0.39,0.38,0.01,-0.026877663252780626,0.39,2.12,27800928.0,20700686.4,1.34,-0.007267574804384216,790335728.0,18.56,18.56,18.905208587646484,16.85,15.21,True,손익비 부족,17.77,19.15,19.54,3.18,5.29,4.42,0.72,59.62,2,"[12.56, 13.52, 9.9]",0.875,1.008,18.32,-1.29,베이스 형성,True,16.74,주봉 상승 추세,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,30,10,16,10,15,-5,0,76,58,관찰 후보,False,,True,good,,0.0,0.0,501,poor,부적합,기대 수익보다 손실 위험이 더 큽니다.,손익비가 1.0 미만이라 후보 적합성이 낮습니다.,VCP 베이스 형성,47.49,,True,2026-07-16,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', '20일 이동평균선이 50일 이동평균선 위에 있어 상승 추세가 유지되고 있습니다.', '현재 거래량이 20일 평균 이상이거나 비슷한 수준이라 신호의 신뢰도를 보강합니다.', 'MACD가 시그널선 위에 있어 모멘텀이 개선되고 있습니다.']",['손익비가 1.2 미만이라 매매 조건의 질이 낮습니다.'],"VCP base 유형이며 점수는 58점, 손익비는 0.72입니다.",HBAN,us,combined,Huntington Bancshares,,Financials,sp500,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-1.26,True,True,True,18.12,18.21,18.56,2.43,0.5,1.92,4.74,10.86,,58.0,60.0,2.0,0.0,real,good,,True,,,366540029.75,False,손익비 기준 미달: 0.72 < 1.20,28.4,proxy,weak,-0.01,0.37,1.11,0.0,1.0,top,0.6,91.71,0.0,10.0,60.0,47.4,blend,거래량이 충분합니다. 현재가가 20일선 위에 있어 단기 추세가 양호합니다.,기대 수익보다 손실 위험이 더 큽니다.,0,0,,1,
46,254.04,248.52999877929688,2.22,6.77,11.25,237.84,224.05,207.61,74.91,6.43,5.71,0.72,0.20480703482062435,4.89,1.92,1275081.0,1225414.05,1.04,0.15616639254850992,35529681.0,254.04,254.04,254.0399932861328,225.12,202.66,True,손익비 부족,244.27,261.37,266.26,2.89,4.81,4.0,0.72,52.39,2,"[8.68, 13.57, 11.91]",1.033,1.122,248.74,-2.09,베이스 형성,True,217.4,주봉 상승 추세,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,30,6,8,10,13,-5,0,62,55,관찰 후보,False,,True,good,,0.0,0.0,501,poor,부적합,기대 수익보다 손실 위험이 더 큽니다.,손익비가 1.0 미만이라 후보 적합성이 낮습니다.,VCP 베이스 형성,62.16,,True,2026-07-16,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', '20일 이동평균선이 50일 이동평균선 위에 있어 상승 추세가 유지되고 있습니다.', '현재 거래량이 20일 평균 이상이거나 비슷한 수준이라 신호의 신뢰도를 보강합니다.', 'MACD가 시그널선 위에 있어 모멘텀이 개선되고 있습니다.']","['RSI가 70 이상이라 단기 과열 가능성을 확인해야 합니다.', '손익비가 1.2 미만이라 매매 조건의 질이 낮습니다.']","VCP base 유형이며 점수는 55점, 손익비는 0.72입니다.",MTB,us,combined,M&T Bank,,Financials,sp500,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-1.26,True,True,True,248.53,250.88,254.04,2.22,0.95,1.26,6.81,13.38,RSI가 높아 단기 과열 구간일 수 있습니다.,55.0,57.0,2.0,0.0,real,good,,True,,,291043196.01,False,손익비 기준 미달: 0.72 < 1.20,33.1,proxy,weak,0.16,0.32,0.9,0.05,0.3,top,0.6,100.0,0.0,7.5,57.0,47.4,blend,거래량이 충분합니다. 현재가가 20일선 위에 있어 단기 추세가 양호합니다.,기대 수익보다 손실 위험이 더 큽니다. RSI가 높아 단기 과열 구간일 수 있습니다.,0,0,,1,
47,371.81,363.1600036621094,2.38,5.88,3.17,348.36,346.12,316.02,62.91,5.06,2.77,2.29,1.6513569321145094,11.14,3.0,491092.0,761604.6,0.64,0.04091887688764852,10726492.0,371.81,371.81,371.80999755859375,325.81,303.68,True,거래량 부족; 손익비 부족,349.53,388.52,399.66,4.49,7.49,6.37,0.71,77.69,2,"[14.41, 9.32, 14.1]",0.673,0.829,371.59,-0.06,돌파 임박,True,328.79,주봉 상승 추세,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,30,0,20,10,13,-5,-5,63,58,관찰 후보,False,,True,good,,0.0,0.0,501,poor,부적합,기대 수익보다 손실 위험이 더 큽니다.,손익비가 1.0 미만이라 후보 적합성이 낮습니다.,VCP 돌파 임박,52.9,,True,2026-07-16,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', '20일 이동평균선이 50일 이동평균선 위에 있어 상승 추세가 유지되고 있습니다.', 'RSI가 45~65 구간에 있어 과열 부담이 크지 않습니다.', 'MACD가 시그널선 위에 있어 모멘텀이 개선되고 있습니다.']","['거래량이 20일 평균보다 낮아 돌파 신뢰도가 약할 수 있습니다.', '손익비가 1.2 미만이라 매매 조건의 질이 낮습니다.']","VCP breakout 유형이며 점수는 58점, 손익비는 0.71입니다.",CPAY,us,combined,Corpay,,Financials,sp500,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-1.26,True,True,True,363.16,363.97,371.81,2.38,0.22,2.15,6.73,7.42,,58.0,63.0,5.0,0.0,real,good,,True,,,261998168.05,False,손익비 기준 미달: 0.71 < 1.20,23.9,proxy,outflow,0.04,0.38,0.76,0.0,0.3,top,0.6,100.0,0.0,10.0,63.0,47.4,blend,RSI가 과열 구간은 아닙니다. 현재가가 20일선 위에 있어 단기 추세가 양호합니다.,기대 수익보다 손실 위험이 더 큽니다.,0,0,,1,
48,26.23,25.450000762939453,3.06,6.28,10.21,24.27,23.63,23.27,66.76,0.62,0.49,0.13,0.08478239492084733,0.74,2.82,14286268.0,13566208.4,1.05,-0.041419027177073874,120635668.0,26.23,26.23,27.12052345275879,22.03,21.5,True,손익비 부족,24.75,27.34,28.08,4.24,7.06,5.99,0.71,57.39,1,"[9.94, 10.03, 16.63]",0.773,0.915,25.77,-1.73,베이스 형성,True,23.18,주봉 상승 추세,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,30,6,16,10,13,-5,0,70,58,관찰 후보,False,,True,good,,0.0,0.0,501,poor,부적합,기대 수익보다 손실 위험이 더 큽니다.,손익비가 1.0 미만이라 후보 적합성이 낮습니다.,VCP 베이스 형성,33.01,,True,2026-07-16,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', '20일 이동평균선이 50일 이동평균선 위에 있어 상승 추세가 유지되고 있습니다.', '현재 거래량이 20일 평균 이상이거나 비슷한 수준이라 신호의 신뢰도를 보강합니다.', 'MACD가 시그널선 위에 있어 모멘텀이 개선되고 있습니다.']",['손익비가 1.2 미만이라 매매 조건의 질이 낮습니다.'],"VCP base 유형이며 점수는 58점, 손익비는 0.71입니다.",KHC,us,combined,Kraft Heinz,,Consumer Staples,nasdaq100;sp500,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-1.26,True,True,True,25.45,25.72,26.23,3.06,1.06,1.98,8.08,10.99,,58.0,60.0,2.0,0.0,real,good,,True,,,327617346.68,False,손익비 기준 미달: 0.71 < 1.20,28.5,proxy,weak,-0.04,0.31,0.98,0.0,0.3,neutral,1.0,85.84,0.0,10.0,60.0,47.4,blend,거래량이 충분합니다. 현재가가 20일선 위에 있어 단기 추세가 양호합니다.,기대 수익보다 손실 위험이 더 큽니다.,0,0,,1,
